Run_Number,CPUS,---,Category,argptest,createdelete,linkunlink,concreate,fourfiles,sharedfd,bigargtest,bigwrite,bigargtest,bsstest,sbrktest,validatetest,opentest,writetest,writetest1,createtest,openiputtest,exitiputtest,iputtest,mem,pipe1,preempt,exitwait,rmdot,fourteen,bigfile,subdir,linktest,unlinkread,dirfile,iref,forktest,bigdir,uio,Total
1,1,---,Total,0,61,34,157,16,141,3,41,3,1,147,69,1,27,33,77,3,3,2,1718,1,3,26,2,3,8,11,5,4,3,54,16,1408,1,4083
